trial_index,selected,architecture,seed,credibility_features,hidden_size,num_layers,dropout,head_hidden_size,epochs_requested,epochs_completed,learning_rate,batch_size,validation_split,best_epoch,weight_decay,target_mode,text_encoder,text_adapter_dim,text_embedding_dim,text_pool_lambda_inv_days,combined_rmse,loss,close_rmse,volatility_rmse,train_combined_rmse,train_close_rmse,train_volatility_rmse,train_loss,val_combined_rmse,val_close_rmse,val_volatility_rmse,test_combined_rmse,test_close_rmse,test_volatility_rmse,fold_id,protocol,checkpoint_saved,checkpoint_path,hp_combo_id
45,False,lstm_attn,47,False,128,3,0.2,32,40,18,0.001,64,0.2,10,0.0001,real,,0,0,30.0,inf,1.2991289500457222,inf,inf,inf,inf,inf,0.7574780880397879,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
46,False,lstm_attn,47,False,128,3,0.2,32,40,14,0.001,64,0.2,6,0.0001,real,,0,0,30.0,inf,0.7519802738417376,inf,inf,inf,inf,inf,0.8094524747957059,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
47,False,lstm_attn,47,False,128,3,0.2,32,40,18,0.001,64,0.2,10,0.0001,real,,0,0,30.0,inf,1.6046074187314068,inf,inf,inf,inf,inf,0.808371291425493,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
48,False,lstm_attn,47,False,128,3,0.2,32,40,10,0.001,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.040420524590527,inf,inf,inf,inf,inf,0.919706834242784,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
49,False,lstm_attn,47,False,256,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.1288904572089968,inf,inf,inf,inf,inf,0.907212071788545,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
50,False,lstm_attn,47,False,256,3,0.1,32,40,12,0.0003,64,0.2,4,0.0,real,,0,0,30.0,inf,0.6797344311400577,inf,inf,inf,inf,inf,0.8579400916409686,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
51,False,lstm_attn,47,False,256,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.1754133392263342,inf,inf,inf,inf,inf,0.9162002663259153,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
52,False,lstm_attn,47,False,256,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.0935116235069033,inf,inf,inf,inf,inf,0.8882613838401058,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
53,False,lstm_attn,47,False,256,2,0.1,32,40,9,0.0003,64,0.2,1,0.0001,real,,0,0,30.0,inf,1.0895682829948314,inf,inf,inf,inf,inf,0.9183422916956088,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
54,False,lstm_attn,47,False,256,2,0.1,32,40,13,0.0003,64,0.2,5,0.0001,real,,0,0,30.0,inf,0.7732974194191597,inf,inf,inf,inf,inf,0.8078089420872975,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
55,False,lstm_attn,47,False,256,2,0.1,32,40,9,0.0003,64,0.2,1,0.0001,real,,0,0,30.0,inf,1.2405632690147117,inf,inf,inf,inf,inf,0.9203407011208711,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
56,False,lstm_attn,47,False,256,2,0.1,32,40,11,0.0003,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.1246436978126406,inf,inf,inf,inf,inf,0.8496642914173347,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
