trial_index,selected,architecture,seed,credibility_features,hidden_size,num_layers,dropout,head_hidden_size,epochs_requested,epochs_completed,learning_rate,batch_size,validation_split,best_epoch,weight_decay,target_mode,text_encoder,text_adapter_dim,text_embedding_dim,text_pool_lambda_inv_days,combined_rmse,loss,close_rmse,volatility_rmse,train_combined_rmse,train_close_rmse,train_volatility_rmse,train_loss,val_combined_rmse,val_close_rmse,val_volatility_rmse,test_combined_rmse,test_close_rmse,test_volatility_rmse,fold_id,protocol,checkpoint_saved,checkpoint_path,hp_combo_id
84,False,tcn,97,False,256,3,0.2,32,40,11,0.0003,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.1220960145619108,inf,inf,inf,inf,inf,0.8054624976204796,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
85,False,tcn,97,False,128,3,0.2,32,40,24,0.001,64,0.2,16,0.0001,real,,0,0,30.0,inf,1.3883901879254217,inf,inf,inf,inf,inf,0.6152434238239778,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
86,False,tcn,97,False,128,3,0.2,32,40,9,0.001,64,0.2,1,0.0001,real,,0,0,30.0,inf,0.6227956008803737,inf,inf,inf,inf,inf,0.8499722145437225,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
87,False,tcn,97,False,128,3,0.2,32,40,10,0.001,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.1005341521015874,inf,inf,inf,inf,inf,0.8378372040501347,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
88,False,tcn,97,False,128,3,0.2,32,40,11,0.001,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.0738221649419537,inf,inf,inf,inf,inf,0.7778763873978453,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
89,False,tcn,97,False,256,3,0.1,32,40,18,0.0003,64,0.2,10,0.0,real,,0,0,30.0,inf,1.210193197297686,inf,inf,inf,inf,inf,0.7079402225785519,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
90,False,tcn,97,False,256,3,0.1,32,40,20,0.0003,64,0.2,12,0.0,real,,0,0,30.0,inf,0.6191125192620732,inf,inf,inf,inf,inf,0.7127534904615666,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
91,False,tcn,97,False,256,3,0.1,32,40,15,0.0003,64,0.2,7,0.0,real,,0,0,30.0,inf,1.118547006889626,inf,inf,inf,inf,inf,0.7553409731829608,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
92,False,tcn,97,False,256,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,1.1319997606518029,inf,inf,inf,inf,inf,0.7982499904438849,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
93,False,tcn,97,False,256,2,0.1,32,40,18,0.0003,64,0.2,10,0.0001,real,,0,0,30.0,inf,1.2089502705653228,inf,inf,inf,inf,inf,0.7078539788757814,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
94,False,tcn,97,False,256,2,0.1,32,40,20,0.0003,64,0.2,12,0.0001,real,,0,0,30.0,inf,0.6192694260730399,inf,inf,inf,inf,inf,0.7130915556981312,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
95,False,tcn,97,False,256,2,0.1,32,40,15,0.0003,64,0.2,7,0.0001,real,,0,0,30.0,inf,1.1178653328507036,inf,inf,inf,inf,inf,0.7556004665516041,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
96,False,tcn,97,False,256,2,0.1,32,40,11,0.0003,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.1326724600191407,inf,inf,inf,inf,inf,0.7980429206386529,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
97,False,tcn,97,False,128,3,0.1,32,40,18,0.0003,64,0.2,10,0.0,real,,0,0,30.0,inf,1.1715651892897616,inf,inf,inf,inf,inf,0.7621444297908913,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
98,False,tcn,97,False,128,3,0.1,32,40,9,0.0003,64,0.2,1,0.0,real,,0,0,30.0,inf,0.8213984058783935,inf,inf,inf,inf,inf,0.940219590140552,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
99,False,tcn,97,False,128,3,0.1,32,40,9,0.0003,64,0.2,1,0.0,real,,0,0,30.0,inf,1.126288369849876,inf,inf,inf,inf,inf,0.9441951381718671,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
100,False,tcn,97,False,128,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,1.0443772406813565,inf,inf,inf,inf,inf,0.8345867444490874,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
