trial_index,selected,architecture,seed,credibility_features,hidden_size,num_layers,dropout,head_hidden_size,epochs_requested,epochs_completed,learning_rate,batch_size,validation_split,best_epoch,weight_decay,target_mode,text_encoder,text_adapter_dim,text_embedding_dim,text_pool_lambda_inv_days,combined_rmse,loss,close_rmse,volatility_rmse,train_combined_rmse,train_close_rmse,train_volatility_rmse,train_loss,val_combined_rmse,val_close_rmse,val_volatility_rmse,test_combined_rmse,test_close_rmse,test_volatility_rmse,fold_id,protocol,checkpoint_saved,checkpoint_path,hp_combo_id
74,False,tcn,71,False,256,2,0.1,32,40,21,0.0003,64,0.2,13,0.0001,real,,0,0,30.0,inf,0.6364083182704341,inf,inf,inf,inf,inf,0.6931514007289236,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
75,False,tcn,71,False,256,2,0.1,32,40,10,0.0003,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.0469070849595246,inf,inf,inf,inf,inf,0.8506094592588919,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
76,False,tcn,71,False,256,2,0.1,32,40,11,0.0003,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.0571080127983457,inf,inf,inf,inf,inf,0.8015018639900579,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
77,False,tcn,71,False,128,3,0.1,32,40,9,0.0003,64,0.2,1,0.0,real,,0,0,30.0,inf,1.0446444400271728,inf,inf,inf,inf,inf,0.9515540215244938,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
78,False,tcn,71,False,128,3,0.1,32,40,12,0.0003,64,0.2,4,0.0,real,,0,0,30.0,inf,0.6166309292788978,inf,inf,inf,inf,inf,0.8217273955907279,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
79,False,tcn,71,False,128,3,0.1,32,40,12,0.0003,64,0.2,4,0.0,real,,0,0,30.0,inf,1.1964487941176802,inf,inf,inf,inf,inf,0.8437790842409487,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
80,False,tcn,71,False,128,3,0.1,32,40,17,0.0003,64,0.2,9,0.0,real,,0,0,30.0,inf,1.1893362670029513,inf,inf,inf,inf,inf,0.7371874964046787,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
81,False,tcn,97,False,256,3,0.2,32,40,19,0.0003,64,0.2,11,0.0001,real,,0,0,30.0,inf,1.217584542435464,inf,inf,inf,inf,inf,0.7196900194687952,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
82,False,tcn,97,False,256,3,0.2,32,40,10,0.0003,64,0.2,2,0.0001,real,,0,0,30.0,inf,0.6109686555626156,inf,inf,inf,inf,inf,0.8296278241688643,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
83,False,tcn,97,False,256,3,0.2,32,40,15,0.0003,64,0.2,7,0.0001,real,,0,0,30.0,inf,1.1326631086843986,inf,inf,inf,inf,inf,0.7732307759920756,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
